row ID,row m/z,row retention time,S01_B14_H2O_POS.mzML area,S02_B14_H2O_POS.mzML area,S03_D14_H2O_POS.mzML area,S04_D14_H2O_POS.mzML area,S20_B28_H2O_POS.mzML area,S21_B28_H2O_POS.mzML area,S22_B28_H2O_POS.mzML area,S23_D28_H2O_POS.mzML area,S24_D28_H2O_POS.mzML area,S25_D28_H2O_POS.mzML area,S07_B14_JN2_POS.mzML area,S08_B14_JN2_POS.mzML area,S09_B14_JN2_POS.mzML area,S10_D14_JN2_POS.mzML area,S11_D14_JN2_POS.mzML area,S12_D14_JN2_POS.mzML area,S26_B28_JN2_POS.mzML area,S27_B28_JN2_POS.mzML area,S28_B28_JN2_POS.mzML area,S29_D28_JN2_POS.mzML area,S30_D28_JN2_POS.mzML area,S31_D28_JN2_POS.mzML area,S05_Dn14_H2O_POS.mzML area,S06_Dn14_H2O_POS.mzML area,PM04_POS.mzML area,PM05_POS.mzML area,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,178.05,12.64,,,,,,,,,,,,110000,,,,,200000,,120000,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,242.541,12.65,,,,,,,,,,88000,,,,,,,,,,,140000,87000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,176.071,11.56,,,,,,,,,,,230000,490000,,410000,270000,,310000,,260000,290000,140000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,370.121,12.65,,,180000,,,,230000,,,,,460000,,,450000,230000,,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,260.038,12.68,,,,,,,,,,,,,,84000,,,,,,,,77000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,100.511,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,111.522,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,117.96,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,120.026,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,152.995,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,153.993,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,155.994,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,180.99,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5948,181.988,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,195.994,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962,541.864,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963,253.05,12.68,,,,,,,,,,,,,,,,,,,,,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,254.049,12.69,,,,,,,,,,,,,,,,,100000,,120000,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5979,391.1,12.69,,,,,110000,,,,,,,,,360000,160000,,320000,,160000,240000,,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980,267.026,12.69,,,,,,,,,,,320000,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5981,368.11,12.69,,,,,,,,,,,160000,160000,,250000,170000,,230000,,250000,440000,270000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982,195.066,13.15,,,280000,,370000,240000,250000,,260000,360000,620000,820000,,660000,350000,,820000,430000,470000,890000,560000,1200000,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5985,222.076,12.7,,,,,,,,,,,330000,190000,,160000,,,,72000,130000,170000,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5986,468.037,12.71,,,,,,,,,,,180000,,,,170000,,220000,,230000,390000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,270.149,12.71,350000,390000,180000,410000,,,300000,,,280000,,,,,,,,,,,,,160000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991,511.185,11.89,,,,,,,,,,,,,,,,,310000,,110000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5993,255.116,12.73,,,,,,,,,,,,,,,,,,,,83000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,108.081,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,167.999,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998,280.118,12.74,,,,,,,,,,,200000,170000,,,93000,,260000,,540000,510000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5999,407.117,12.67,,,,,,,,,,,320000,120000,,110000,,,250000,,,,,83000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,398.197,12.74,,,,,,,,,,,420000,600000,180000,,,,2400000,1100000,2600000,490000,420000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,517.268,12.74,,,,,,,,,,,,,,,,,,,,,,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002,510.178,12.75,,,,,240000,160000,170000,,,220000,,,,,,,430000,250000,360000,280000,500000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,458.219,12.75,,,,,,,,,,,2100000,,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,339.135,12.76,,,,,,,,,,,420000,800000,,280000,270000,70000,400000,,180000,440000,220000,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,178.058,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,513.12,12.76,,,,,,,,,,,,,,140000,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,269.093,12.76,,,,,,,,,,,,240000,,280000,210000,,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,146.06,12.94,6000000,11000000,9500000,3300000,7100000,7900000,6600000,2900000,5700000,5600000,86000000,1200000,460000,1200000,670000,12000000,1300000,380000,480000,2000000,390000,31000000,3800000,5900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,221.038,12.72,,,,,,,,,,,1200000,790000,400000,510000,360000,,770000,210000,590000,260000,220000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,512.118,12.77,,,,,,,,,,,430000,200000,130000,,260000,,610000,200000,410000,760000,780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,459.222,12.78,,,,,,,,,,,,400000,,,,,1100000,,1300000,200000,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,142.123,12.49,350000,810000,210000,280000,140000,310000,330000,,120000,260000,130000,360000,,340000,,,,,,,290000,270000,660000,910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,218.038,12.78,,,,,,,,,,,160000,120000,,91000,,,150000,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,460.223,12.78,,,,,,,,,,,,,,,,,190000,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,227.092,12.79,,,,,180000,120000,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,527.103,12.79,,,,,,,,,,,130000,,,74000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,275.047,12.8,,,,,,,,,,,1900000,1400000,1400000,,2000000,430000,1500000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,293.095,12.92,,,,,,,,,,,,,,,,,,,210000,130000,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,225.139,12.81,430000,590000,630000,540000,,130000,280000,84000,,250000,260000,1100000,230000,470000,,,230000,210000,94000,270000,310000,370000,470000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,205.061,12.81,,,,,,,,,,,440000,230000,120000,220000,250000,,250000,120000,260000,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,474.211,12.81,,,,,,,,,,,,,,,,,,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,177.066,12.81,,,,,,,,,,,5500000,3100000,1800000,3000000,3300000,380000,3600000,1500000,3500000,3000000,1000000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,298.123,12.82,,,,,,,,,,,350000,280000,320000,270000,380000,,250000,210000,270000,370000,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035,208.043,12.82,,,,,,,,,,,1200000,620000,380000,640000,700000,,790000,290000,700000,650000,200000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,189.124,12.63,,,,,,,,,,,140000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,253.065,12.69,,,,,,,,,,,370000,210000,,180000,,,260000,95000,240000,260000,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,160.075,12.98,,360000,470000,,,230000,,,110000,,1800000,1900000,2500000,1200000,1000000,390000,500000,350000,3900000,940000,470000,3600000,,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,276.05,12.83,,,,,,,,,,,,,,200000,,,,,180000,160000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,169.122,12.83,110000,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6042,275.045,12.83,,,,,,,,,,,,,,1700000,,,,,1400000,1300000,570000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6044,278.042,12.84,,,,,,,,,,,120000,,,,,,200000,,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,322.069,12.84,,,,,,,,,,,240000,140000,,140000,,,510000,120000,310000,230000,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6046,520.182,12.85,,,,,,,,,,,,,,,,,230000,,120000,160000,,270000,,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,203.082,13.88,160000,650000,820000,230000,420000,270000,200000,,340000,270000,15000000,8500000,4000000,11000000,7100000,2700000,11000000,4100000,9700000,10000000,3600000,11000000,260000,620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6048,176.053,12.84,,,,,,,,,,,700000,370000,340000,420000,290000,,1300000,400000,870000,600000,320000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6049,348.144,12.85,,,,,,,,,,,200000,140000,,,,,680000,240000,420000,320000,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,170.469,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052,147.022,12.86,,,,,,,,,,,,,,79000,,,260000,,180000,130000,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,487.256,12.86,,,320000,,160000,,,,160000,,280000,240000,,470000,280000,,310000,150000,330000,510000,340000,550000,250000,890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6054,319.954,12.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6055,455.161,12.86,,,,,,,,,,,,,,,,,,,,170000,300000,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,178.07,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6057,307.115,12.88,,,,,130000,,150000,,210000,,220000,200000,,150000,,,190000,,,98000,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,213.146,12.89,,,,,,,,,,,,200000,100000,,,,,,,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,349.113,12.9,,,,,,,,,,,440000,,120000,170000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063,208.025,12.91,,,,,,,,,,,300000,170000,,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,220.054,12.91,,,,,,,,,,,310000,,76000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,328.233,12.91,,110000,,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,208.006,12.91,,,,,,,,,,,240000,190000,100000,300000,260000,,740000,210000,280000,320000,170000,570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,298.05,12.91,,,,,,,,,,,200000,,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,237.07,12.92,,,,,,,,,,,410000,420000,160000,730000,790000,210000,650000,190000,480000,530000,250000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,259.051,12.94,,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,496.118,12.94,,,,,,,,,,,150000,,,,,,,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,336.989,12.95,,,,,,,,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,408.993,12.96,,,,,,,,,,,260000,230000,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,176.016,12.97,,,,,,,,,,,500000,390000,,620000,280000,81000,350000,110000,,400000,280000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081,405.095,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,356.08,12.97,,,,,,,,,,,1500000,1200000,590000,1700000,820000,260000,1100000,380000,650000,1300000,810000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083,194.027,12.97,,,,,,,,,,,2000000,1600000,740000,2300000,1100000,370000,1500000,490000,850000,1600000,1000000,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,338.069,12.97,,,,,,,,,,,2200000,1700000,870000,2600000,1200000,410000,1600000,540000,970000,1900000,1200000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,378.061,12.97,,,,,,,,,,,410000,320000,130000,660000,280000,,330000,,140000,310000,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,193.02,12.98,,,,,,,,,,,190000,170000,,170000,120000,,110000,,95000,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,175.009,12.98,,,,,,,,,,,270000,250000,,280000,170000,,180000,,150000,300000,190000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,352.984,12.99,,,,,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,408.99,12.99,,,,,,,,,,,,,160000,260000,,,170000,,170000,330000,210000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,368.129,13.01,,,,,,,,,,,670000,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,120.045,13.02,,,,,,,,,,,160000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,161.079,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,448.16,13.03,,,,,,,,,,,710000,230000,,200000,,,290000,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,350.133,13.03,,,,,,,,,,,,,,87000,,,,,85000,83000,,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,299.107,13.03,,,,,,,,,,,,300000,,200000,,,290000,120000,,510000,400000,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,227.017,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,148.021,13.04,,,,,,,,,,,,,,,,,,,,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,166.05,13.05,,,,,,,,,,,360000,330000,,200000,,,240000,,110000,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,317.125,13.05,,,,,,,,,,,170000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,204.077,13.06,,,,,210000,,,,,78000,100000,,,,,,320000,120000,280000,,160000,230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,148.039,13.05,,,,,,,,,,,400000,400000,,210000,160000,,310000,,130000,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,209.081,12.98,,140000,160000,,770000,480000,280000,,600000,270000,67000,,,,,,130000,2400000,,,140000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,130.065,12.47,1000000,2200000,2600000,1900000,2400000,3900000,3500000,1200000,2500000,5200000,23000000,1800000,13000000,14000000,12000000,6300000,15000000,10000000,13000000,13000000,11000000,11000000,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,335.1,13.08,,130000,98000,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,187.051,13.08,,,,,290000,,,,,,,,,,,,470000,160000,380000,110000,190000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,365.143,13.08,,,,,,,,,,,460000,960000,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,430.151,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,369.117,12.71,350000,720000,,,1800000,910000,,220000,1300000,1300000,,,510000,4500000,,,3600000,,2900000,4700000,3100000,6100000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,411.14,13.09,,,,,,,,,,,,,,,,,,,88000,,80000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,311.206,13.1,,,,,,120000,,,,,,,,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,296.16,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,242.175,13.3,190000,180000,,,,160000,,,160000,,,,,,,,,,,100000,,120000,200000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,156.063,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,223.133,13.12,,,,,,,,,,,130000,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,341.138,13.59,,190000,120000,,470000,400000,310000,,320000,190000,360000,180000,,140000,,,490000,220000,350000,440000,950000,700000,140000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,105.07,13.13,,,260000,,92000,410000,,,370000,320000,150000,,,,,,,,,270000,,400000,,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147,149.06,13.14,,150000,,,610000,690000,390000,,240000,220000,490000,240000,170000,420000,340000,160000,710000,560000,530000,750000,710000,880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,239.176,13.13,,,,,,,,,,,9500000,5200000,4600000,7400000,10000000,1300000,7200000,2100000,5600000,6700000,1400000,4800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,134.06,13.16,,,,,,,,,170000,,510000,630000,230000,250000,210000,,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,191.082,13.17,,,,,,,,,,,420000,260000,,250000,,,270000,,160000,140000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,219.077,13.17,,,270000,,170000,,,,230000,,940000,560000,230000,,250000,,460000,230000,360000,390000,,620000,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,273.085,13.17,,,,,,,,,,,220000,,,380000,110000,,150000,,,,270000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162,251.102,13.17,,,,,,,,,,,320000,,,310000,,,170000,,,,380000,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163,455.111,13.18,,,,,,,,,,,,,,230000,,,,,110000,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,207.059,12.38,,710000,910000,400000,1100000,1300000,1600000,190000,940000,2400000,32000000,14000000,9800000,18000000,13000000,4000000,20000000,8100000,11000000,9800000,8400000,14000000,,790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,146.045,13.18,,,,,,,,,,,170000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,162.033,13.18,,,,,,,,,,,170000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,313.092,13.19,,,100000,,170000,,,,120000,240000,,,,,,,,,,220000,280000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,118.066,13.21,130000,340000,300000,,190000,200000,150000,,150000,110000,3000000,2700000,850000,1400000,1100000,360000,1400000,630000,1100000,880000,570000,970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,147.058,13.22,,,,,,,,,,,300000,270000,,170000,,,160000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,146.051,13.22,,,,,,,,,,,330000,340000,,240000,92000,,210000,,120000,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174,146.048,13.22,,,,,,,,,,,500000,530000,150000,290000,180000,,250000,,170000,140000,85000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,146.07,13.22,,,,,,,,,,,390000,380000,,150000,,,200000,76000,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,147.063,13.22,,,,,,,,,,,,8200000,2700000,4300000,3300000,,4600000,1900000,3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,262.065,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,304.014,13.22,,,,,,,,,,,160000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180,146.072,13.22,,,,,,,,,,,550000,520000,160000,280000,,,280000,,170000,,110000,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,144.045,13.36,,120000,230000,,,,,,,,3700000,2700000,1400000,2500000,2400000,400000,2700000,1100000,900000,540000,420000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,201.066,13.23,260000,300000,1100000,250000,410000,450000,160000,360000,900000,460000,1500000,820000,550000,680000,840000,400000,530000,400000,340000,390000,,640000,1500000,790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,145.053,13.24,,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6188,290.983,13.25,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,318.09,13.25,,,,,,,,,,,,,,80000,,,170000,,320000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,219.15,13.26,,,,,,,,,,,81000,,,,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,227.085,13.26,,,,,,,,,,,230000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,343.185,13.27,,,,,260000,170000,2500000,,,310000,,300000,,,,,,100000,,,140000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,202.07,13.28,,,,,,,,,,,,,,,,,,,,,,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,362.067,13.28,,,,,,,,,,,250000,190000,,270000,87000,,160000,,,93000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,178.032,13.29,,,,,,,,,,,580000,330000,190000,320000,170000,,270000,94000,180000,220000,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,148.067,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,340.085,13.29,140000,290000,180000,,,,,,,,2600000,1600000,940000,1600000,790000,260000,1200000,520000,1000000,1200000,660000,1000000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,223.048,13.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6208,443.149,13.42,,,,,,,,,,,510000,270000,110000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,161.047,13.31,,,,,,,,,,,280000,310000,110000,120000,,,,,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,274.003,13.31,,,,,,,,,,,230000,240000,,100000,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,401.085,13.31,,,,,,,,,,,74000,,,,,,170000,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213,182.081,13.32,,,,,,,,,,140000,270000,120000,,,,,230000,,,140000,300000,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,246.124,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,538.227,13.39,,,,,140000,160000,,,,,,,,,,,160000,100000,110000,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,360.117,13.35,,,,,,,,,,,99000,84000,,,,,480000,120000,,120000,230000,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,166.087,13.35,,,,,,,,,,,1400000,1800000,510000,600000,570000,180000,190000,,,190000,,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,235.108,13.35,,,,,,,,,,,240000,160000,,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,392.995,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,163.023,13.36,,,,,,,,,,,300000,190000,120000,180000,210000,,190000,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,207.066,13.36,,,,,,,280000,,,,120000,140000,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229,164.023,13.36,,,,,,,,,,,180000,130000,,120000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230,184.537,13.37,,,,,,,,,,,150000,,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,261.07,13.38,,,,,,,,,,,,,,,,,210000,110000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232,291.099,13.38,,,,,,,,,,,170000,,,,,,360000,160000,,,,,,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,329.01,13.38,,,,,,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,163.059,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
